OrderID,OrderDate,CustomerName,Product,Category,Region,Quantity,UnitPrice,Sales
ORD-10141,2024-02-11,Blake Foster,Notebook Pack,Office Supplies,East,4,13.04,52.16
ORD-10142,2024-05-08,Alex Rivera,Chair,Furniture,East,5,153.51,767.55
ORD-10143,2024-10-27,Alex Rivera,Mouse,Accessories,North,5,26.14,130.7
ORD-10144,2024-08-28,Emerson Walsh,Desk Lamp,Office Supplies,South,2,33.38,66.76
ORD-10145,2024-08-11,Hayden Cole,Headphones,Accessories,East,5,77.44,387.2
ORD-10146,2024-06-13,Taylor Brooks,Printer,Office Supplies,West,3,128.01,384.03
ORD-10147,2024-05-27,Reese Morgan,Desk,Furniture,East,4,198.22,792.88
ORD-10148,2024-06-14,Taylor Brooks,Printer,Office Supplies,South,3,124.64,373.92
ORD-10149,2024-12-02,Finley Grant,Notebook Pack,Office Supplies,South,1,13.41,13.41
ORD-10150,2024-07-04,Blake Foster,Chair,Furniture,South,5,143.3,716.5
ORD-10151,2024-05-16,Finley Grant,Printer,Office Supplies,West,2,133.37,266.74
ORD-10152,2024-03-03,Alex Rivera,Headphones,Accessories,West,4,79.49,317.96
ORD-10153,2024-10-09,Quinn Harper,Keyboard,Accessories,East,1,49.04,49.04
ORD-10154,2024-08-24,Taylor Brooks,Mouse,Accessories,West,1,26.22,26.22
ORD-10155,2024-09-17,Jamie Torres,Printer,Office Supplies,South,3,135.61,406.83
ORD-10156,2024-08-21,Finley Grant,Printer,Office Supplies,West,2,136.23,272.46
ORD-10157,2024-09-17,Casey Nguyen,Chair,Furniture,East,5,145.35,726.75
ORD-10158,2024-06-23,Emerson Walsh,Headphones,Accessories,North,4,82.17,328.68
ORD-10159,2024-10-27,Rowan Pierce,Laptop,Electronics,South,3,880.45,2641.35
ORD-10160,2024-06-25,Drew Santos,Keyboard,Accessories,South,4,49.72,198.88
ORD-10161,2024-12-23,Avery Chen,Printer,Office Supplies,South,2,135.62,271.24
ORD-10162,2024-01-23,Drew Santos,Mouse,Accessories,South,4,25.88,103.52
ORD-10163,2024-09-10,Jordan Lee,Chair,Furniture,West,2,148.28,296.56
ORD-10164,2024-02-21,Skyler Adams,Notebook Pack,Office Supplies,East,3,13.59,40.77
ORD-10165,2024-03-14,Quinn Harper,Notebook Pack,Office Supplies,West,1,13.52,13.52
ORD-10166,2024-06-22,Blake Foster,Monitor,Electronics,South,3,249.23,747.69
ORD-10167,2024-07-13,Drew Santos,Monitor,Electronics,South,5,258.78,1293.9
ORD-10168,2024-04-30,Cameron Blake,Notebook Pack,Office Supplies,West,1,12.39,12.39
ORD-10169,2024-11-20,Taylor Brooks,Monitor,Electronics,South,1,248.34,248.34
ORD-10170,2024-01-24,Drew Santos,Keyboard,Accessories,East,1,50.96,50.96
ORD-10171,2024-03-15,Avery Chen,Headphones,Accessories,South,4,78.86,315.44
ORD-10172,2024-03-28,Morgan Ellis,Desk Lamp,Office Supplies,East,2,35.63,71.26
ORD-10173,2024-12-15,Avery Chen,Desk Lamp,Office Supplies,South,5,36.29,181.45
ORD-10174,2024-11-22,Jamie Torres,Desk Lamp,Office Supplies,South,4,33.74,134.96
ORD-10175,2024-05-27,Finley Grant,Headphones,Accessories,West,4,81.32,325.28
ORD-10176,2024-10-27,Cameron Blake,Monitor,Electronics,South,3,248.53,745.59
ORD-10177,2024-04-11,Reese Morgan,Headphones,Accessories,South,3,79.64,238.92
ORD-10178,2024-07-02,Rowan Pierce,Monitor,Electronics,North,5,243.42,1217.1
ORD-10179,2024-05-20,Alex Rivera,Headphones,Accessories,East,4,76.17,304.68
ORD-10180,2024-04-27,Blake Foster,Desk Lamp,Office Supplies,North,3,35.85,107.55
ORD-10181,2024-05-08,Casey Nguyen,Mouse,Accessories,East,5,25.33,126.65
ORD-10182,2024-01-18,Rowan Pierce,Laptop,Electronics,North,4,882.79,3531.16
ORD-10183,2024-06-16,Quinn Harper,Keyboard,Accessories,West,3,47.94,143.82
ORD-10184,2024-07-06,Emerson Walsh,Mouse,Accessories,North,5,24.07,120.35
ORD-10185,2024-05-31,Drew Santos,Keyboard,Accessories,East,4,48.78,195.12
ORD-10186,2024-04-25,Reese Morgan,Printer,Office Supplies,North,2,136.01,272.02
ORD-10187,2024-05-15,Finley Grant,Monitor,Electronics,East,1,257.26,257.26
ORD-10188,2024-10-26,Reese Morgan,Printer,Office Supplies,North,3,128.28,384.84
ORD-10189,2024-01-13,Blake Foster,Monitor,Electronics,North,4,254.36,1017.44
ORD-10190,2024-11-21,Skyler Adams,Desk Lamp,Office Supplies,North,1,34.02,34.02
ORD-10191,2024-01-20,Cameron Blake,Chair,Furniture,South,1,144.24,144.24
ORD-10192,2024-03-10,Reese Morgan,Monitor,Electronics,South,5,239.92,1199.6
ORD-10193,2024-08-02,Rowan Pierce,Desk,Furniture,West,5,203.4,1017.0
ORD-10194,2024-11-11,Quinn Harper,Chair,Furniture,North,4,152.31,609.24
ORD-10195,2024-08-15,Skyler Adams,Laptop,Electronics,West,2,917.12,1834.24
ORD-10196,2024-10-05,Parker Kim,Desk,Furniture,East,3,191.98,575.94
ORD-10197,2024-08-20,Sam Patel,Chair,Furniture,West,1,146.63,146.63
ORD-10198,2024-06-19,Avery Chen,Desk Lamp,Office Supplies,West,1,36.64,36.64
ORD-10199,2024-04-16,Rowan Pierce,Desk Lamp,Office Supplies,West,5,33.96,169.8
ORD-10200,2024-11-01,Alex Rivera,Mouse,Accessories,North,2,24.56,49.12
ORD-10201,2024-05-08,Morgan Ellis,Keyboard,Accessories,East,5,52.43,262.15
ORD-10202,2024-05-01,Rowan Pierce,Laptop,Electronics,North,3,866.85,2600.55
ORD-10203,2024-03-05,Quinn Harper,Laptop,Electronics,East,1,870.67,870.67
ORD-10204,2024-09-19,Rowan Pierce,Monitor,Electronics,East,3,249.4,748.2
ORD-10205,2024-01-23,Emerson Walsh,Printer,Office Supplies,North,5,130.04,650.2
ORD-10206,2024-02-01,Hayden Cole,Printer,Office Supplies,South,1,131.85,131.85
ORD-10207,2024-12-30,Skyler Adams,Chair,Furniture,East,4,152.78,611.12
ORD-10208,2024-02-03,Casey Nguyen,Monitor,Electronics,North,2,245.54,491.08
ORD-10209,2024-12-30,Drew Santos,Desk Lamp,Office Supplies,South,5,35.46,177.3
ORD-10210,2024-09-15,Blake Foster,Desk Lamp,Office Supplies,South,4,35.1,140.4
ORD-10211,2024-12-01,Finley Grant,Monitor,Electronics,West,1,257.32,257.32
ORD-10212,2024-07-30,Drew Santos,Chair,Furniture,South,2,149.26,298.52
ORD-10213,2024-06-09,Quinn Harper,Chair,Furniture,North,1,148.73,148.73
ORD-10214,2024-12-17,Hayden Cole,Headphones,Accessories,East,2,78.98,157.96
ORD-10215,2024-08-09,Taylor Brooks,Monitor,Electronics,North,1,258.28,258.28
ORD-10216,2024-10-14,Finley Grant,Keyboard,Accessories,North,5,50.27,251.35
ORD-10217,2024-01-27,Cameron Blake,Monitor,Electronics,North,4,247.76,991.04
ORD-10218,2024-04-18,Casey Nguyen,Desk,Furniture,South,5,192.06,960.3
ORD-10219,2024-10-11,Parker Kim,Mouse,Accessories,East,3,25.86,77.58
ORD-10220,2024-10-14,Blake Foster,Headphones,Accessories,East,4,80.58,322.32
ORD-10221,2024-01-15,Morgan Ellis,Desk Lamp,Office Supplies,North,3,36.49,109.47
ORD-10222,2024-01-04,Morgan Ellis,Headphones,Accessories,West,3,83.36,250.08
ORD-10223,2024-03-13,Alex Rivera,Desk Lamp,Office Supplies,East,1,35.54,35.54
ORD-10224,2024-08-20,Drew Santos,Notebook Pack,Office Supplies,West,4,12.62,50.48
ORD-10225,2024-10-17,Blake Foster,Desk,Furniture,East,3,196.22,588.66
ORD-10226,2024-01-26,Sam Patel,Laptop,Electronics,North,5,868.99,4344.95
ORD-10227,2024-11-06,Skyler Adams,Printer,Office Supplies,South,4,132.1,528.4
ORD-10228,2024-02-28,Parker Kim,Headphones,Accessories,South,5,77.71,388.55
ORD-10229,2024-09-06,Emerson Walsh,Monitor,Electronics,North,5,244.57,1222.85
ORD-10230,2024-01-29,Alex Rivera,Laptop,Electronics,West,5,874.84,4374.2
ORD-10231,2024-05-10,Cameron Blake,Headphones,Accessories,North,2,83.55,167.1
ORD-10232,2024-03-30,Casey Nguyen,Monitor,Electronics,South,4,237.68,950.72
ORD-10233,2024-10-13,Parker Kim,Notebook Pack,Office Supplies,East,5,13.25,66.25
ORD-10234,2024-08-11,Alex Rivera,Chair,Furniture,South,1,155.42,155.42
ORD-10235,2024-08-07,Rowan Pierce,Monitor,Electronics,South,5,259.04,1295.2
ORD-10236,2024-01-11,Drew Santos,Chair,Furniture,West,4,146.83,587.32
ORD-10237,2024-02-15,Quinn Harper,Desk Lamp,Office Supplies,East,3,34.85,104.55
ORD-10238,2024-09-25,Sam Patel,Mouse,Accessories,South,4,24.83,99.32
ORD-10239,2024-06-19,Morgan Ellis,Headphones,Accessories,East,2,81.96,163.92
ORD-10240,2024-09-18,Riley Quinn,Notebook Pack,Office Supplies,North,5,13.16,65.8
ORD-10241,2024-04-30,Taylor Brooks,Desk,Furniture,West,2,204.54,409.08
ORD-10242,2024-03-19,Sam Patel,Headphones,Accessories,West,5,77.57,387.85
ORD-10243,2024-10-23,Skyler Adams,Printer,Office Supplies,North,5,129.52,647.6
ORD-10244,2024-08-28,Skyler Adams,Desk,Furniture,North,1,193.01,193.01
ORD-10245,2024-09-16,Sam Patel,Headphones,Accessories,North,3,80.72,242.16
ORD-10246,2024-07-07,Cameron Blake,Printer,Office Supplies,East,1,129.36,129.36
ORD-10247,2024-07-15,Skyler Adams,Monitor,Electronics,East,5,252.87,1264.35
ORD-10248,2024-11-29,Riley Quinn,Printer,Office Supplies,North,5,135.31,676.55
ORD-10249,2024-02-01,Skyler Adams,Desk Lamp,Office Supplies,East,2,34.9,69.8
ORD-10250,2024-09-15,Morgan Ellis,Desk,Furniture,East,1,209.64,209.64
ORD-10251,2024-09-25,Emerson Walsh,Mouse,Accessories,West,4,25.51,102.04
ORD-10252,2024-07-17,Quinn Harper,Desk,Furniture,North,3,197.45,592.35
ORD-10253,2024-02-03,Drew Santos,Desk Lamp,Office Supplies,East,3,33.42,100.26
ORD-10254,2024-05-09,Blake Foster,Notebook Pack,Office Supplies,West,3,13.22,39.66
ORD-10255,2024-06-28,Cameron Blake,Desk,Furniture,South,2,191.62,383.24
ORD-10256,2024-06-07,Finley Grant,Keyboard,Accessories,South,1,50.47,50.47
ORD-10257,2024-02-17,Quinn Harper,Desk,Furniture,North,5,206.25,1031.25
ORD-10258,2024-04-19,Drew Santos,Laptop,Electronics,South,2,887.62,1775.24
ORD-10259,2024-03-20,Sam Patel,Mouse,Accessories,North,2,24.31,48.62
ORD-10260,2024-09-26,Jordan Lee,Monitor,Electronics,North,5,250.18,1250.9
ORD-10261,2024-03-19,Morgan Ellis,Desk Lamp,Office Supplies,West,4,33.7,134.8
ORD-10262,2024-08-12,Jordan Lee,Desk Lamp,Office Supplies,South,2,36.07,72.14
ORD-10263,2024-08-15,Blake Foster,Desk,Furniture,North,2,203.52,407.04
ORD-10264,2024-06-07,Hayden Cole,Printer,Office Supplies,West,2,126.53,253.06
ORD-10265,2024-08-13,Skyler Adams,Desk,Furniture,North,5,203.56,1017.8
ORD-10266,2024-03-23,Riley Quinn,Chair,Furniture,West,4,150.03,600.12
ORD-10267,2024-07-09,Finley Grant,Headphones,Accessories,East,4,76.41,305.64
ORD-10268,2024-02-12,Morgan Ellis,Notebook Pack,Office Supplies,North,3,13.45,40.35
ORD-10269,2024-08-11,Sam Patel,Printer,Office Supplies,West,2,135.26,270.52
ORD-10270,2024-07-31,Jordan Lee,Printer,Office Supplies,South,1,134.99,134.99
ORD-10271,2024-02-11,Parker Kim,Notebook Pack,Office Supplies,West,4,12.83,51.32
ORD-10272,2024-11-28,Drew Santos,Laptop,Electronics,West,1,883.67,883.67
ORD-10273,2024-12-22,Casey Nguyen,Keyboard,Accessories,South,4,47.68,190.72
ORD-10274,2024-01-10,Jamie Torres,Printer,Office Supplies,West,1,131.49,131.49
ORD-10275,2024-09-27,Quinn Harper,Keyboard,Accessories,East,5,50.23,251.15
ORD-10276,2024-01-25,Avery Chen,Headphones,Accessories,South,1,77.89,77.89
ORD-10277,2024-09-12,Blake Foster,Desk Lamp,Office Supplies,East,1,34.84,34.84
ORD-10278,2024-05-29,Quinn Harper,Notebook Pack,Office Supplies,East,2,13.09,26.18
ORD-10279,2024-08-01,Morgan Ellis,Desk Lamp,Office Supplies,East,5,34.48,172.4
ORD-10280,2024-09-26,Finley Grant,Notebook Pack,Office Supplies,East,1,13.61,13.61
ORD-10281,2024-11-21,Reese Morgan,Chair,Furniture,North,1,155.59,155.59
ORD-10282,2024-02-04,Parker Kim,Headphones,Accessories,West,3,81.97,245.91
ORD-10283,2024-03-09,Jordan Lee,Monitor,Electronics,North,3,256.78,770.34
ORD-10284,2024-12-16,Skyler Adams,Notebook Pack,Office Supplies,South,2,12.78,25.56
ORD-10285,2024-08-22,Jordan Lee,Keyboard,Accessories,North,1,51.55,51.55
ORD-10286,2024-01-22,Drew Santos,Mouse,Accessories,North,2,23.85,47.7
ORD-10287,2024-08-30,Jamie Torres,Notebook Pack,Office Supplies,East,5,12.86,64.3
ORD-10288,2024-12-01,Drew Santos,Mouse,Accessories,North,1,24.46,24.46
ORD-10289,2024-07-23,Skyler Adams,Monitor,Electronics,South,4,257.47,1029.88
ORD-10290,2024-12-20,Hayden Cole,Desk,Furniture,North,4,209.46,837.84
ORD-10291,2024-08-05,Sam Patel,Notebook Pack,Office Supplies,South,1,12.69,12.69
ORD-10292,2024-10-06,Cameron Blake,Desk Lamp,Office Supplies,North,2,36.72,73.44
ORD-10293,2024-06-05,Skyler Adams,Monitor,Electronics,South,3,239.49,718.47
ORD-10294,2024-08-16,Jordan Lee,Keyboard,Accessories,North,3,50.94,152.82
ORD-10295,2024-11-23,Jordan Lee,Desk Lamp,Office Supplies,East,3,36.73,110.19
ORD-10296,2024-01-16,Casey Nguyen,Chair,Furniture,South,2,147.94,295.88
ORD-10297,2024-11-26,Parker Kim,Laptop,Electronics,North,2,866.35,1732.7
ORD-10298,2024-11-05,Casey Nguyen,Chair,Furniture,South,1,156.73,156.73
ORD-10299,2024-10-20,Casey Nguyen,Desk,Furniture,North,1,197.43,197.43
ORD-10300,2024-05-07,Taylor Brooks,Chair,Furniture,East,3,147.21,441.63
ORD-10301,2024-10-14,Taylor Brooks,Keyboard,Accessories,North,4,49.99,199.96
ORD-10302,2024-11-09,Cameron Blake,Headphones,Accessories,South,2,81.62,163.24
ORD-10303,2024-08-19,Morgan Ellis,Mouse,Accessories,South,1,24.05,24.05
ORD-10304,2024-12-07,Parker Kim,Monitor,Electronics,East,3,257.75,773.25
ORD-10305,2024-03-21,Morgan Ellis,Notebook Pack,Office Supplies,North,3,13.04,39.12
ORD-10306,2024-03-12,Avery Chen,Notebook Pack,Office Supplies,South,2,12.63,25.26
ORD-10307,2024-07-07,Skyler Adams,Laptop,Electronics,West,5,887.47,4437.35
ORD-10308,2024-06-07,Reese Morgan,Desk Lamp,Office Supplies,South,1,36.33,36.33
